gender_exclusive,gender_inclusive,origin,difficulty
Los artistas pintan cuadros impresionantes.,Las y los artistas pintan cuadros impresionantes.,GPT-3.5_fewshot,plural_complejo
Los científicos realizan experimentos en el laboratorio.,Los y las científicas realizan experimentos en el laboratorio.,GPT-3.5_fewshot,plural_complejo
Los científicos realizan experimentos en el laboratorio.,Las y los científicos realizan experimentos en el laboratorio.,GPT-3.5_fewshot,plural_complejo
Los conductores deben respetar las señales de tráfico.,Las personas conductoras deben respetar las señales de tráfico.,GPT-3.5_fewshot,plural_complejo
Los músicos ensayan sus piezas antes del concierto.,Los y las músicas ensayan sus piezas antes del concierto.,GPT-3.5_fewshot,plural_complejo
Los músicos ensayan sus piezas antes del concierto.,Las y los músicos ensayan sus piezas antes del concierto.,GPT-3.5_fewshot,plural_complejo
Los chefs preparan platos exquisitos en el restaurante.,Los y las chefs preparan platos exquisitos en el restaurante.,GPT-3.5_fewshot,plural_complejo
Los chefs preparan platos exquisitos en el restaurante.,Las y los chefs preparan platos exquisitos en el restaurante.,GPT-3.5_fewshot,plural_complejo
Los voluntarios colaboran en la organización de eventos.,El equipo de voluntariado colabora en la organización de eventos.,GPT-3.5_fewshot,plural_complejo
Los pintores exponen sus obras en la galería de arte.,Los y las pintoras exponen sus obras en la galería de arte.,GPT-3.5_fewshot,plural_complejo
Los pintores exponen sus obras en la galería de arte.,Las y los pintores exponen sus obras en la galería de arte.,GPT-3.5_fewshot,plural_complejo
Los abogados defienden a sus clientes en el juicio.,El personal jurídico defiende a las personas en el juicio.,GPT-3.5_fewshot,plural_complejo
Los reporteros cubren las noticias en el campo.,El equipo de reporteros cubre las noticias en el campo.,GPT-3.5_fewshot,plural_complejo
Los agricultores cultivan alimentos en el campo.,El personal agrícola cultiva alimentos en el campo.,GPT-3.5_fewshot,plural_complejo
Los bailarines ensayan coreografías para el espectáculo.,El grupo de danza ensaya coreografías para el espectáculo.,GPT-3.5_fewshot,plural_complejo
Los camareros sirven a los clientes en el restaurante.,El personal de servicio sirve a las personas en el restaurante.,GPT-3.5_fewshot,plural_complejo
Los veterinarios cuidan de la salud de los animales.,El equipo veterinario cuida de la salud de los animales.,GPT-3.5_fewshot,plural_complejo
Los fotógrafos capturan momentos especiales en sus imágenes.,El equipo de fotografía captura momentos especiales en sus imágenes.,GPT-3.5_fewshot,plural_complejo
Los entrenadores deportivos guían a los atletas en su entrenamiento.,El cuerpo técnico guía a los atletas en su entrenamiento.,GPT-3.5_fewshot,plural_complejo
Los maestros organizan actividades educativas para los estudiantes.,El equipo educativo organiza actividades para los estudiantes.,GPT-3.5_fewshot,plural_complejo
Los peluqueros cortan y peinan el cabello de los clientes.,El personal de peluquería corta y peina el cabello de las personas.,GPT-3.5_fewshot,plural_complejo
Los científicos políticos analizan el sistema gubernamental.,El equipo de ciencia política analiza el sistema gubernamental.,GPT-3.5_fewshot,plural_complejo
Los investigadores recopilan datos para el estudio.,El personal investigador recopila datos para el estudio.,GPT-3.5_fewshot,plural_complejo
Los médicos veterinarios cuidan la salud de los animales domésticos.,El equipo médico veterinario cuida la salud de los animales domésticos.,GPT-3.5_fewshot,plural_complejo
Los psicólogos clínicos brindan terapia a sus pacientes.,El equipo de psicología clínica brinda terapia a sus pacientes.,GPT-3.5_fewshot,plural_complejo
Los músicos ensayan sus piezas antes del concierto.,Los músicos y las músicas ensayan sus piezas antes del concierto.,GPT-3.5_fewshot,plural_complejo
Los bailarines ensayan coreografías para el espectáculo.,Los bailarines y las bailarinas ensayan coreografías para el espectáculo.,GPT-3.5_fewshot,plural_complejo
Los veterinarios cuidan de la salud de los animales.,Los veterinarios y las veterinarias cuidan de la salud de los animales.,GPT-3.5_fewshot,plural_complejo
Los conductores de autobuses transportan pasajeros a diario.,Los y las conductores de autobuses transportan pasajeros a diario.,GPT-3.5_fewshot,plural_complejo
Los fotógrafos capturan momentos especiales en sus imágenes.,Los fotógrafos y las fotógrafas capturan momentos especiales en sus imágenes.,GPT-3.5_fewshot,plural_complejo
Los entrenadores deportivos guían a los atletas en su entrenamiento.,Los entrenadores y las entrenadoras deportivas guían a los atletas en su entrenamiento.,GPT-3.5_fewshot,plural_complejo
Los maestros organizan actividades educativas para los estudiantes.,Los maestros y las maestras organizan actividades educativas para los estudiantes.,GPT-3.5_fewshot,plural_complejo
Los peluqueros cortan y peinan el cabello de los clientes.,Los peluqueros y las peluqueras cortan y peinan el cabello de los clientes.,GPT-3.5_fewshot,plural_complejo
Los investigadores científicos realizan descubrimientos importantes.,Los investigadores y las investigadoras científicas realizan descubrimientos importantes.,GPT-3.5_fewshot,plural_complejo
Los bomberos apagan incendios y salvan vidas.,El personal de bomberos apaga incendios y salva vidas.,GPT-3.5_fewshot,plural_complejo
Los agricultores cosechan los cultivos en la temporada de recolección.,La comunidad agrícola cosecha los cultivos en la temporada de recolección.,GPT-3.5_fewshot,plural_complejo
Los trabajadores de la construcción levantan edificios y estructuras.,El sector de la construcción levanta edificios y estructuras.,GPT-3.5_fewshot,plural_complejo
Los científicos experimentos en el laboratorio.,El grupo de ciencia realiza experimentos en el laboratorio.,GPT-3.5_fewshot,plural_complejo
Los profesores preparan clases para sus alumnos.,El equipo docente prepara clases para los estudiantes.,GPT-3.5_fewshot,plural_complejo
Los jardineros cuidan y mantienen los jardines públicos.,El personal de jardinería cuida y mantiene los jardines públicos.,GPT-3.5_fewshot,plural_complejo
Los chefs preparan platos gourmet en el restaurante.,El equipo de cocina prepara platos gourmet en el restaurante.,GPT-3.5_fewshot,plural_complejo
