gender_exclusive,gender_inclusive,origin,difficulty
Nerea era una fantástica farmacéutica,Nerea era una fantástica farmacéutica,human_combinatory,feminizar_profesiones
la prima de Miguel es muy buena ingeniero civil,la prima de Miguel es muy buena ingeniera civil,human_combinatory,feminizar_profesiones
Eva era una fantástica arquitecto,Eva era una fantástica arquitecta,human_combinatory,feminizar_profesiones
Inés es una gran diseñador gráfico,Inés es una gran diseñadora gráfica,human_combinatory,feminizar_profesiones
la madre de mi amigo es una gran técnico de sistemas,la madre de mi amigo es una gran técnica de sistemas,human_combinatory,feminizar_profesiones
la madre de Diego es muy buena psicólogo,la madre de Diego es muy buena psicóloga,human_combinatory,feminizar_profesiones
la tía de mi madre es muy buena abogado,la tía de mi madre es muy buena abogada,human_combinatory,feminizar_profesiones
Lidia era una fantástica vendedor,Lidia era una fantástica vendedora,human_combinatory,feminizar_profesiones
la hermana de Patricia es muy buena entrenador,la hermana de Patricia es muy buena entrenadora,human_combinatory,feminizar_profesiones
la madre de Juan es una gran investigador,la madre de Juan es una gran investigadora,human_combinatory,feminizar_profesiones
la cuñada de Inés es una gran analista financiero,la cuñada de Inés es una gran analista financiera,human_combinatory,feminizar_profesiones
la mujer de David es muy buena consultor,la mujer de David es muy buena consultora,human_combinatory,feminizar_profesiones
la hermana de Daniel es muy buena recepcionista,la hermana de Daniel es muy buena recepcionista,human_combinatory,feminizar_profesiones
la hermana de Emilio era una soldador fantástica,la hermana de Emilio era una soldadora fantástica,human_combinatory,feminizar_profesiones
mi novia era una soldado fantástica,mi novia era una soldado fantástica,human_combinatory,feminizar_profesiones
la prima de mi cuñado Juan era una conductor de autobús estupenda,la prima de mi cuñado Juan era una conductora de autobús estupenda,human_combinatory,feminizar_profesiones
la amiga de mi prima es una conductor de camión fantástica,la amiga de mi prima es una conductora de camión fantástica,human_combinatory,feminizar_profesiones
la cuñada de mi abuelo era una científico bastante mala,la cuñada de mi abuelo era una científica bastante mala,human_combinatory,feminizar_profesiones
Carmen es una asistente administrativo bastante mala,Carmen es una asistente administrativa bastante mala,human_combinatory,feminizar_profesiones
la novia de mi cuñada es una asistente social bastante mala,la novia de mi cuñada es una asistente social bastante mala,human_combinatory,feminizar_profesiones
la cuñada de mi marido es una asesor financiero buenísima,la cuñada de mi marido es una asesora financiera buenísima,human_combinatory,feminizar_profesiones
mi hermana era una médico de familia buenísima,mi hermana era una médica de familia buenísima,human_combinatory,feminizar_profesiones
la prima de mi marido era una dentista estupenda,la prima de mi marido era una dentista estupenda,human_combinatory,feminizar_profesiones
la prima de Silvia es una veterinario estupenda,la prima de Silvia es una veterinaria estupenda,human_combinatory,feminizar_profesiones
la tía de mi novia es una científico de datos fantástica,la tía de mi novia es una científica de datos fantástica,human_combinatory,feminizar_profesiones
la tía de Adriana era una instructor de fitness estupenda,la tía de Adriana era una instructora de fitness estupenda,human_combinatory,feminizar_profesiones
la cuñada de Eva era una profesor bastante mala,la cuñada de Eva era una profesora bastante mala,human_combinatory,feminizar_profesiones
Laura era una enfermero muy buena,Laura era una enfermera muy buena,human_combinatory,feminizar_profesiones
la cuñada de mi hermana Elena es una secretario malísima,la cuñada de mi hermana Elena es una secretaria malísima,human_combinatory,feminizar_profesiones
la amiga de mi abuelo Antonio es una asistente administrativo estupenda,la amiga de mi abuelo Antonio es una asistente administrativa estupenda,human_combinatory,feminizar_profesiones
mi cuñada era una asistente social bastante mala,mi cuñada era una asistente social bastante mala,human_combinatory,feminizar_profesiones
Desde el amanecer  Ana era muy buena recepcionista,Desde el amanecer  Ana era muy buena recepcionista,human_combinatory,feminizar_profesiones
"A pesar de su juventud,  la mujer de Alejandro era muy buena maestra","A pesar de su juventud,  la mujer de Alejandro era muy buena maestra",human_combinatory,feminizar_profesiones
Desde el inicio de su carrera  la novia de Carmen trabajaba de asistente ejecutivo,Desde el inicio de su carrera  la novia de Carmen trabajaba de asistente ejecutiva,human_combinatory,feminizar_profesiones
Desde temprana edad  la cuñada de mi mujer Elena trabajaba de psicóloga,Desde temprana edad  la cuñada de mi mujer Elena trabajaba de psicóloga,human_combinatory,feminizar_profesiones
"Desde que se mudó a la ciudad,  la novia de Fernando era abogado","Desde que se mudó a la ciudad,  la novia de Fernando era abogada",human_combinatory,feminizar_profesiones
Durante años  mi amiga era contadora,Durante años  mi amiga era contadora,human_combinatory,feminizar_profesiones
En la oficina  la novia de mi padre era una fantástica administrador,En la oficina  la novia de mi padre era una fantástica administradora,human_combinatory,feminizar_profesiones
"Desde la primera vez que pisó una obra,  la hermana de Carolina era cajero","Desde la primera vez que pisó una obra,  la hermana de Carolina era cajera",human_combinatory,feminizar_profesiones
"Desde la adolescencia,  la cuñada de mi hermano Miguel trabajaba de vendedor","Desde la adolescencia,  la cuñada de mi hermano Miguel trabajaba de vendedora",human_combinatory,feminizar_profesiones
Con experiencia previa  la prima de Elena era muy buena cocinero,Con experiencia previa  la prima de Elena era muy buena cocinera,human_combinatory,feminizar_profesiones
Durante la semana  la mujer de mi padre Carlos era una gran esteticista,Durante la semana  la mujer de mi padre Carlos era una gran esteticista,human_combinatory,feminizar_profesiones
"Con conocimientos sólidos,  mi mujer era una gran peluquero","Con conocimientos sólidos,  mi mujer era una gran peluquera",human_combinatory,feminizar_profesiones
Desde muy temprano  la hermana de Raúl trabajaba de médico,Desde muy temprano  la hermana de Raúl trabajaba de médica,human_combinatory,feminizar_profesiones
En la oficina  la hermana de Ismael era dentista,En la oficina  la hermana de Ismael era dentista,human_combinatory,feminizar_profesiones
Con experiencia previa  la mujer de Tomás era muy buena veterinario,Con experiencia previa  la mujer de Tomás era muy buena veterinaria,human_combinatory,feminizar_profesiones
"A pesar de su juventud,  la cuñada de Francisco solía trabajar de diseñador gráfico","A pesar de su juventud,  la cuñada de Francisco solía trabajar de diseñadora gráfica",human_combinatory,feminizar_profesiones
Con compromiso profesional  la hermana de Hugo solía trabajar de artista plástico,Con compromiso profesional  la hermana de Hugo solía trabajar de artista plástica,human_combinatory,feminizar_profesiones
Con experiencia previa  la cuñada de mi madre era muy buena escritor,Con experiencia previa  la cuñada de mi madre era muy buena escritora,human_combinatory,feminizar_profesiones
Después de mucho esfuerzo  Cristina era una gran periodista y dijo que quería ser artista plástico,Después de mucho esfuerzo  Cristina era una gran periodista y dijo que quería ser artista plástica,human_combinatory,feminizar_profesiones
Con el apoyo de su familia  Marina solía trabajar de actriz y soñaba con ser entrenador,Con el apoyo de su familia  Marina solía trabajar de actriz y soñaba con ser entrenadora,human_combinatory,feminizar_profesiones
Después de mucho esfuerzo  Beatriz solía trabajar de modelo aunque desde hace poco es artista plástica,Después de mucho esfuerzo  Beatriz solía trabajar de modelo aunque desde hace poco es artista plástica,human_combinatory,feminizar_profesiones
En su puesto de trabajo  la madre de mi hermana solía trabajar de cantante y dijo que quería ser chef,En su puesto de trabajo  la madre de mi hermana solía trabajar de cantante y dijo que quería ser chef,human_combinatory,feminizar_profesiones
Con experiencia previa  la mujer de Laura era una gran bailarina pero ahora es mecánico,Con experiencia previa  la mujer de Laura era una gran bailarina pero ahora es mecánica,human_combinatory,feminizar_profesiones
Desde el inicio de su carrera  la prima de mi novia era muy buena director de marketing y ahora se dedica trabajar como diseñadora gráfica,Desde el inicio de su carrera  la prima de mi novia era muy buena directora de marketing y ahora se dedica trabajar como diseñadora gráfica,human_combinatory,feminizar_profesiones
"Con habilidades excepcionales,  Luisa era ejecutivo de ventas y ahora se dedica trabajar como fotógrafo","Con habilidades excepcionales,  Luisa era ejecutiva de ventas y ahora se dedica trabajar como fotógrafa",human_combinatory,feminizar_profesiones
Después de graduarse  la novia de mi mujer solía trabajar de consultor aunque desde hace poco es administradora,Después de graduarse  la novia de mi mujer solía trabajar de consultora aunque desde hace poco es administradora,human_combinatory,feminizar_profesiones
Con meticulosidad  la madre de mi abuela Luisa trabajaba de entrenador aunque le hubiera gustado ser analista financiero,Con meticulosidad  la madre de mi abuela Luisa trabajaba de coach aunque le hubiera gustado ser analista financiera,human_combinatory,feminizar_profesiones
"Con entrega total,  la mujer de Pedro era nutricionista pero ahora es conductora de autobús","Con entrega total,  la mujer de Pedro era nutricionista pero ahora es conductora de autobús",human_combinatory,feminizar_profesiones
En la oficina  la novia de mi hermano trabajaba de entrenador personal pero ahora es contable,En la oficina  la novia de mi hermano trabajaba de entrenadora personal pero ahora es contable,human_combinatory,feminizar_profesiones
Con el apoyo de su familia  la madre de Víctor era psiquiatra y soñaba con ser entrenador,Con el apoyo de su familia  la madre de Víctor era psiquiatra y soñaba con ser entrenadora,human_combinatory,feminizar_profesiones
Con pasión por su profesión  la amiga de mi abuela era ingeniero y soñaba con ser actor,Con pasión por su profesión  la amiga de mi abuela era ingeniera y soñaba con ser actriz,human_combinatory,feminizar_profesiones
Desde que comenzó a trabajar  la mujer de Teresa era una gran arquitecto aunque desde hace poco es investigadora,Desde que comenzó a trabajar  la mujer de Teresa era una gran arquitecta aunque desde hace poco es investigadora,human_combinatory,feminizar_profesiones
Al terminar la universidad  la novia de Josué era una fantástica diseñador de moda aunque desde hace poco es carpintera,Al terminar la universidad  la novia de Josué era una fantástica diseñadora de moda aunque desde hace poco es carpintera,human_combinatory,feminizar_profesiones
Con compromiso profesional  la prima de mi cuñada trabajaba de ingeniero de software pero ahora es abogado,Con compromiso profesional  la prima de mi cuñada trabajaba de ingeniera de software pero ahora es abogada,human_combinatory,feminizar_profesiones
Desde la mañana hasta la noche  la amiga de Ana era desarrolladora web sin embargo desde el mes pasado trabaja de cantante,Desde la mañana hasta la noche  la amiga de Ana era desarrolladora web sin embargo desde el mes pasado trabaja de cantante,human_combinatory,feminizar_profesiones
"Desde la primera vez que pisó una obra,  mi novia era una fantástica investigador sin embargo desde el mes pasado trabaja de consultor","Desde la primera vez que pisó una obra,  mi novia era una fantástica investigadora sin embargo desde el mes pasado trabaja de consultora",human_combinatory,feminizar_profesiones
la novia de Sergio trabaja de científico y dedica tiempo a la escritura y la creación de poesía.,la novia de Sergio trabaja de científica y dedica tiempo a la escritura y la creación de poesía.,human_combinatory,feminizar_profesiones
la prima de Andrea está trabajando de instructor de yoga y asiste a clases de cocina para aprender nuevas recetas.,la prima de Andrea está trabajando de instructora de yoga y asiste a clases de cocina para aprender nuevas recetas.,human_combinatory,feminizar_profesiones
la prima de Manuel trabaja de fotógrafo y toca el piano y compone sus propias melodías.,la prima de Manuel trabaja de fotógrafa y toca el piano y compone sus propias melodías.,human_combinatory,feminizar_profesiones
Marta es piloto y participa en clases de baile para divertirse.,Marta es piloto y participa en clases de baile para divertirse.,human_combinatory,feminizar_profesiones
la prima de Jorge era ingeniero civil y practica actividades de mindfulness como la yoga y la meditación.,la prima de Jorge era ingeniera civil y practica actividades de mindfulness como la yoga y la meditación.,human_combinatory,feminizar_profesiones
la cuñada de mi marido Miguel era marina y se involucra en la protección y rescate de animales.,la cuñada de mi marido Miguel era marina y se involucra en la protección y rescate de animales.,human_combinatory,feminizar_profesiones
la prima de mi tío Juan es astronauta y colabora con organizaciones ambientales en la protección del medio ambiente.,la prima de mi tío Juan es astronauta y colabora con organizaciones ambientales en la protección del medio ambiente.,human_combinatory,feminizar_profesiones
la mujer de Rafael es oficial de policía y visita museos y galerías de arte para inspirarse.,la mujer de Rafael es oficial de policía y visita museos y galerías de arte para inspirarse.,human_combinatory,feminizar_profesiones
la tía de Rosa es bombera y practica la meditación y la atención plena para encontrar calma interior.,la tía de Rosa es bombera y practica la meditación y la atención plena para encontrar calma interior.,human_combinatory,feminizar_profesiones
la hermana de Fernando era ingeniero y aprende un nuevo idioma en línea.,la hermana de Fernando era ingeniera y aprende un nuevo idioma en línea.,human_combinatory,feminizar_profesiones
Natalia trabaja de médico y se reúne con colegas para jugar al ajedrez.,Natalia trabaja de médica y se reúne con colegas para jugar al ajedrez.,human_combinatory,feminizar_profesiones
mi tía es abogado y se sumerge en la lectura de libros de filosofía.,mi tía es abogada y se sumerge en la lectura de libros de filosofía.,human_combinatory,feminizar_profesiones
mi tía era gerente y aprende a tocar un nuevo instrumento musical.,mi tía era gerente y aprende a tocar un nuevo instrumento musical.,human_combinatory,feminizar_profesiones
la hermana de Mario era programador y disfruta de largas caminatas por el campo.,la hermana de Mario era programadora y disfruta de largas caminatas por el campo.,human_combinatory,feminizar_profesiones
la amiga de mi hermana trabaja de contador y aprende un nuevo idioma en línea.,la amiga de mi hermana trabaja de contable y aprende un nuevo idioma en línea.,human_combinatory,feminizar_profesiones
Rocío es administrador y practica yoga para relajarse y mantenerse en forma.,Rocío es administradora y practica yoga para relajarse y mantenerse en forma.,human_combinatory,feminizar_profesiones
la cuñada de mi tía es policía y se reúne con colegas para jugar al ajedrez.,la cuñada de mi tía es policía y se reúne con colegas para jugar al ajedrez.,human_combinatory,feminizar_profesiones
Carolina es ejecutivo de ventas y realiza actividades de voluntariado en refugios de animales.,Carolina es ejecutiva de ventas y realiza actividades de voluntariado en refugios de animales.,human_combinatory,feminizar_profesiones
la madre de Nerea era una electricista malísima y se involucra en proyectos de reforestación y conservación del medio ambiente.,la madre de Nerea era una electricista malísima y se involucra en proyectos de reforestación y conservación del medio ambiente.,human_combinatory,feminizar_profesiones
la hermana de Clara es una mecánico muy buena y se une a grupos de música o coros para cantar y hacer música.,la hermana de Clara es una mecánica muy buena y se une a grupos de música o coros para cantar y hacer música.,human_combinatory,feminizar_profesiones
Victoria era una carpintero malísima y se une a grupos de lectura para discutir y compartir libros favoritos.,Victoria era una carpintera malísima y se une a grupos de lectura para discutir y compartir libros favoritos.,human_combinatory,feminizar_profesiones
la cuñada de Alejandra era una fontanero muy buena y disfruta de largas caminatas por el campo.,la cuñada de Alejandra era una fontanera muy buena y disfruta de largas caminatas por el campo.,human_combinatory,feminizar_profesiones
la amiga de Carlos es una chef buenísima y participa en talleres de arte y manualidades para adultos.,la amiga de Carlos es una chef buenísima y participa en talleres de arte y manualidades para adultos.,human_combinatory,feminizar_profesiones
la prima de José es una periodista malísima y realiza actividades de observación de aves y vida silvestre.,la prima de José es una periodista malísima y realiza actividades de observación de aves y vida silvestre.,human_combinatory,feminizar_profesiones
la mujer de Raquel es una fotógrafo fantástica y organiza eventos benéficos para su comunidad.,la mujer de Raquel es una fotógrafa fantástica y organiza eventos benéficos para su comunidad.,human_combinatory,feminizar_profesiones
la prima de mi novio es una bombero malísima y organiza reuniones literarias para discutir libros con amigos.,la prima de mi novio es una bombera malísima y organiza reuniones literarias para discutir libros con amigos.,human_combinatory,feminizar_profesiones
Elena era una actor buenísima y participa en grupos de debate y discusión sobre temas de actualidad.,Elena era una actriz buenísima y participa en grupos de debate y discusión sobre temas de actualidad.,human_combinatory,feminizar_profesiones
mi amiga es una cantante bastante mala y practica actividades de mindfulness como la yoga y la meditación.,mi amiga es una cantante bastante mala y practica actividades de mindfulness como la yoga y la meditación.,human_combinatory,feminizar_profesiones
la novia de mi tía Isabel era una escritor buenísima y practica yoga para relajarse y mantenerse en forma.,la novia de mi tía Isabel era una escritora buenísima y practica yoga para relajarse y mantenerse en forma.,human_combinatory,feminizar_profesiones
la madre de mi novio era una artista plástico bastante buena y disfruta haciendo manualidades y artesanías.,la madre de mi novio era una artista plástica bastante buena y disfruta haciendo manualidades y artesanías.,human_combinatory,feminizar_profesiones
la cuñada de Rubén es una economista estupenda y aprende técnicas de cocina gourmet y realiza cenas especiales en casa.,la cuñada de Rubén es una economista estupenda y aprende técnicas de cocina gourmet y realiza cenas especiales en casa.,human_combinatory,feminizar_profesiones
la mujer de Simón era una piloto muy buena y disfruta haciendo manualidades y artesanías.,la mujer de Simón era una piloto muy buena y disfruta haciendo manualidades y artesanías.,human_combinatory,feminizar_profesiones
la hermana de Miriam era una farmacéutico muy buena y se dedica a la costura y confección de sus propias prendas de vestir.,la hermana de Miriam era una farmacéutica muy buena y se dedica a la costura y confección de sus propias prendas de vestir.,human_combinatory,feminizar_profesiones
la novia de Luisa era una ingeniera civil estupenda y organiza reuniones literarias para discutir libros con amigos.,la novia de Luisa era una ingeniera civil estupenda y organiza reuniones literarias para discutir libros con amigos.,human_combinatory,feminizar_profesiones
la mujer de Antonio es una arquitecto muy buena y asiste a conciertos y recitales de música en vivo.,la mujer de Antonio es una arquitecta muy buena y asiste a conciertos y recitales de música en vivo.,human_combinatory,feminizar_profesiones
la novia de Javier es una diseñador gráfico buenísima y realiza actividades de observación de aves y vida silvestre.,la novia de Javier es una diseñadora gráfica buenísima y realiza actividades de observación de aves y vida silvestre.,human_combinatory,feminizar_profesiones
"Con conocimientos sólidos,  la prima de Alicia era una técnico de sistemas malísima","Con conocimientos sólidos,  la prima de Alicia era una técnica de sistemas malísima",human_combinatory,feminizar_profesiones
"Desde la primera vez que pisó una obra,  mi madre es una psicólogo malísima","Desde la primera vez que pisó una obra,  mi madre es una psicóloga malísima",human_combinatory,feminizar_profesiones
En su tiempo libre  la cuñada de Rocío es una abogado bastante buena,En su tiempo libre  la cuñada de Rocío es una abogada bastante buena,human_combinatory,feminizar_profesiones
Con pasión por su profesión  Patricia era una vendedor bastante mala,Con pasión por su profesión  Patricia era una vendedora bastante mala,human_combinatory,feminizar_profesiones
Desde muy temprano  la novia de Diana era una entrenador estupenda,Desde muy temprano  la novia de Diana era una entrenadora estupenda,human_combinatory,feminizar_profesiones
Desde que comenzó a trabajar  la amiga de Eva es una investigador fantástica,Desde que comenzó a trabajar  la amiga de Eva es una investigadora fantástica,human_combinatory,feminizar_profesiones
Desde temprana edad  Andrea es una analista financiero buenísima,Desde temprana edad  Andrea es una analista financiera buenísima,human_combinatory,feminizar_profesiones
Desde el amanecer  la novia de Paula era una consultor bastante buena,Desde el amanecer  la novia de Paula era una consultora bastante buena,human_combinatory,feminizar_profesiones
Durante años  la novia de Luis es una recepcionista malísima,Durante años  la novia de Luis es una recepcionista malísima,human_combinatory,feminizar_profesiones
"Desde que se especializó en su área,  la madre de mi madre Luisa era una soldador fantástica","Desde que se especializó en su área,  la madre de mi madre Luisa era una soldadora fantástica",human_combinatory,feminizar_profesiones
"A pesar de su juventud,  la hermana de Ignacio es una soldado bastante mala","A pesar de su juventud,  la hermana de Ignacio es una soldado bastante mala",human_combinatory,feminizar_profesiones
Cada mañana  la tía de mi primo es una conductor de autobús bastante mala,Cada mañana  la tía de mi primo es una conductora de autobús bastante mala,human_combinatory,feminizar_profesiones
"Desde la primera vez que pisó una obra,  Teresa era una conductor de camión malísima","Desde la primera vez que pisó una obra,  Teresa era una conductora de camión malísima",human_combinatory,feminizar_profesiones
Con gran dedicación  la hermana de mi primo Pedro es una científico bastante mala,Con gran dedicación  la hermana de mi primo Pedro es una científica bastante mala,human_combinatory,feminizar_profesiones
"Desde que se mudó a la ciudad,  Sara es una asistente administrativa estupenda","Desde que se mudó a la ciudad,  Sara es una asistente administrativa estupenda",human_combinatory,feminizar_profesiones
Desde el inicio de su carrera  la amiga de mi novia Lucía era una asistente social fantástica,Desde el inicio de su carrera  la amiga de mi novia Lucía era una asistente social fantástica,human_combinatory,feminizar_profesiones
Durante años  Paula es una asesor financiero bastante buena,Durante años  Paula es una asesora financiera bastante buena,human_combinatory,feminizar_profesiones
Con compromiso profesional  Sofía era una médico de familia malísima,Con compromiso profesional  Sofía era una médica de familia malísima,human_combinatory,feminizar_profesiones
"Con gran vocación,  la hermana de mi novio Pedro era una gran dentista aunque desde hace poco es escritor y cuida de su jardín y cultiva hermosas flores.","Con gran vocación,  la hermana de mi novio Pedro era una gran dentista aunque desde hace poco es escritora y cuida de su jardín y cultiva hermosas flores.",human_combinatory,feminizar_profesiones
Desde el inicio de su carrera  la mujer de Lorena era una fantástica veterinario aunque desde hace poco es diseñador gráfico y visita museos y exposiciones de arte.,Desde el inicio de su carrera  la mujer de Lorena era una fantástica veterinaria aunque desde hace poco es diseñadora gráfica y visita museos y exposiciones de arte.,human_combinatory,feminizar_profesiones
Con dedicación sin igual  la mujer de mi tía era muy buena científico de datos aunque desde hace poco es técnico de sistemas y realiza actividades de voluntariado en refugios de animales.,Con dedicación sin igual  la mujer de mi tía era muy buena científica de datos aunque desde hace poco es técnica de sistemas y realiza actividades de voluntariado en refugios de animales.,human_combinatory,feminizar_profesiones
"Durante los días laborales,  la tía de Cristina trabajaba de instructor de fitness aunque desde hace poco es abogado y se dedica a pintar paisajes en su estudio.","Durante los días laborales,  la tía de Cristina trabajaba de instructora de fitness aunque desde hace poco es abogada y se dedica a pintar paisajes en su estudio.",human_combinatory,feminizar_profesiones
"Con habilidades excepcionales,  Silvia era una fantástica profesor pero ahora es fotógrafo y se involucra en la protección y rescate de animales.","Con habilidades excepcionales,  Silvia era una fantástica profesora pero ahora es fotógrafa y se involucra en la protección y rescate de animales.",human_combinatory,feminizar_profesiones
Con dedicación sin igual  la novia de mi amigo Manuel era muy buena enfermero y dijo que quería ser técnica de sistemas y visita regularmente el teatro para disfrutar de obras de teatro.,Con dedicación sin igual  la novia de mi amigo Manuel era muy buena enfermera y dijo que quería ser técnica de sistemas y visita regularmente el teatro para disfrutar de obras de teatro.,human_combinatory,feminizar_profesiones
Desde el inicio de su carrera  mi prima era secretario y dijo que quería ser diseñadora gráfica y dedica tiempo a la escritura de poesía.,Desde el inicio de su carrera  mi prima era secretaria y dijo que quería ser diseñadora gráfica y dedica tiempo a la escritura de poesía.,human_combinatory,feminizar_profesiones
